Date,Australian dollar   (AUD)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Japanese yen   (JPY)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
15-Sep-2003,0.6624,1.1281,45.77,,3.6725,1.6028,1
16-Sep-2003,0.6659,1.1235,45.85,117.18,3.6725,1.5927,1
17-Sep-2003,0.6597,1.1212,45.94,116.15,3.6725,1.5989,1
18-Sep-2003,0.6645,1.129,46.08,116.07,3.6725,1.6153,1
19-Sep-2003,0.669,1.1312,45.93,115.43,3.6725,1.6245,1
22-Sep-2003,0.6795,1.1468,45.79,112.2,3.6725,1.6473,1
23-Sep-2003,0.6776,1.1464,45.75,,3.6725,1.6543,1
24-Sep-2003,0.6751,1.1466,45.84,112.15,3.6725,1.6551,1
25-Sep-2003,0.6792,1.1493,45.82,111.9,3.6725,1.6577,1
26-Sep-2003,0.68,1.1487,45.87,112,3.6725,1.6606,1
29-Sep-2003,0.6717,1.1413,45.85,111.25,3.6725,1.6479,1
30-Sep-2003,0.6801,1.1652,,111.2,3.6725,1.6736,1
1-Oct-2003,0.6832,1.1671,45.68,111.2,3.6725,1.6581,1
2-Oct-2003,0.6859,1.1692,,111,3.6725,1.6641,1
3-Oct-2003,0.6846,1.1686,45.46,110.93,3.6725,1.6699,1
6-Oct-2003,,1.1579,45.42,111.1,3.6725,1.665,1
7-Oct-2003,0.686,1.1768,45.36,111,3.6725,1.674,1
8-Oct-2003,0.6904,1.1781,45.29,109.65,3.6725,1.6607,1
9-Oct-2003,0.6936,1.1788,45.33,109.05,3.6725,1.6642,1
10-Oct-2003,0.6895,1.1788,45.38,109.15,3.6725,1.6643,1
13-Oct-2003,0.6905,1.1688,45.35,,3.6725,1.6587,1
14-Oct-2003,0.6844,1.1634,45.59,109.2,,1.6606,1
15-Oct-2003,0.6906,1.1669,45.71,109.1,3.6725,1.671,1
16-Oct-2003,0.6884,1.1615,45.29,109.61,3.6725,1.6724,1
17-Oct-2003,0.6898,1.1579,45.35,109.85,3.6725,1.6727,1
20-Oct-2003,0.6927,1.1629,45.35,109.7,3.6725,1.6765,1
21-Oct-2003,0.6943,1.1623,45.31,109.8,3.6725,1.6715,1
22-Oct-2003,0.6999,1.1694,45.37,109.55,3.6725,1.6806,1
23-Oct-2003,0.7036,1.1786,45.33,109.03,3.6725,1.691,1
24-Oct-2003,0.7014,1.1781,45.33,109.6,3.6725,1.6941,1
27-Oct-2003,0.7014,1.1748,45.34,108.9,3.6725,1.6947,1
28-Oct-2003,0.7036,1.1673,45.4,108.3,3.6725,1.6906,1
29-Oct-2003,0.706,1.1684,45.31,107.97,3.6725,1.7044,1
30-Oct-2003,0.705,1.1736,45.32,108.3,3.6725,1.704,1
31-Oct-2003,0.7046,1.1622,45.32,108.76,3.6725,1.6916,1
3-Nov-2003,0.7078,1.1589,45.33,,3.6725,1.6965,1
4-Nov-2003,0.6975,1.1468,45.36,110.2,3.6725,1.6763,1
5-Nov-2003,0.7097,1.1473,45.32,109.68,3.6725,1.6757,1
6-Nov-2003,0.7109,1.1449,45.29,109.97,3.6725,1.6732,1
7-Nov-2003,0.7072,1.1424,45.29,110.2,3.6725,1.6645,1
10-Nov-2003,0.7116,1.1483,45.27,109.5,3.6725,1.6711,1
11-Nov-2003,0.7149,1.1497,45.29,108.8,3.6725,1.6675,1
12-Nov-2003,0.7154,1.16,45.32,108.75,3.6725,1.6726,1
13-Nov-2003,0.719,1.168,45.39,108.4,3.6725,1.6831,1
14-Nov-2003,0.7217,1.1765,45.35,108.03,3.6725,1.6902,1
17-Nov-2003,0.714,1.1802,45.41,109.5,3.6725,1.6906,1
18-Nov-2003,0.7153,1.1778,45.54,108.85,3.6725,1.6881,1
19-Nov-2003,0.723,1.191,45.54,108.15,3.6725,1.698,1
20-Nov-2003,0.7216,1.1909,45.71,108.93,3.6725,1.7036,1
21-Nov-2003,0.7216,1.1899,45.84,109.1,3.6725,1.7024,1
24-Nov-2003,0.7232,1.1823,45.87,,3.6725,1.6962,1
25-Nov-2003,0.7203,1.1766,45.93,109.4,3.6725,1.6974,1
26-Nov-2003,0.7181,1.1828,,109.55,3.6725,1.6988,1
27-Nov-2003,0.7239,1.1902,45.89,109.02,3.6725,1.7134,1
28-Nov-2003,0.7206,1.1994,45.94,109.5,3.6725,1.7203,1
1-Dec-2003,0.7247,1.2019,45.78,109.75,3.6725,1.7249,1
2-Dec-2003,0.7292,1.1975,45.71,109.26,3.6725,1.7188,1
3-Dec-2003,0.7324,1.2102,45.62,108.75,3.6725,1.73,1
4-Dec-2003,0.7341,1.2074,45.62,108.3,3.6725,1.7242,1
5-Dec-2003,0.7345,1.2087,45.62,108.35,3.6725,1.7217,1
8-Dec-2003,0.7385,1.2218,45.56,107.65,3.6725,1.7346,1
9-Dec-2003,0.7395,1.2258,45.54,107.15,3.6725,1.7425,1
10-Dec-2003,0.7402,1.2239,45.58,108.65,3.6725,1.744,1
11-Dec-2003,0.7366,1.2187,45.54,108.2,3.6725,1.7437,1
12-Dec-2003,0.7411,1.2254,45.53,108,3.6725,1.7476,1
15-Dec-2003,0.7394,1.223,45.56,108.03,3.6725,1.7415,1
16-Dec-2003,0.7441,1.2339,45.56,107.75,3.6725,1.746,1
17-Dec-2003,0.7421,1.2337,45.54,107.5,3.6725,1.7506,1
18-Dec-2003,0.7416,1.2403,45.52,107.45,3.6725,1.7679,1
19-Dec-2003,0.7392,1.2418,45.52,107.64,3.6725,1.7679,1
22-Dec-2003,0.7345,1.2434,45.52,107.62,3.6725,1.7641,1
23-Dec-2003,0.7359,1.2392,45.6,,3.6725,1.7652,1
24-Dec-2003,0.7395,1.2407,,107.48,3.6725,1.7683,1
26-Dec-2003,,,45.58,107.05,3.6725,1.7728,1
29-Dec-2003,0.743,1.2499,45.66,107.03,3.6725,1.7761,1
30-Dec-2003,0.7447,1.2496,45.64,107.1,3.6725,1.7759,1
31-Dec-2003,0.75,1.263,45.61,,3.6725,1.7847,1
2-Jan-2004,0.7527,1.2592,45.59,,3.6725,1.7858,1
5-Jan-2004,0.763,1.2657,45.62,106.9,3.6725,1.7996,1
6-Jan-2004,0.7668,1.2756,45.62,106.25,3.6725,1.8209,1
7-Jan-2004,0.7677,1.2679,45.63,106.24,3.6725,1.814,1
8-Jan-2004,0.7679,1.2634,45.54,106.15,3.6725,1.8122,1
9-Jan-2004,0.7752,1.2737,45.5,107.55,3.6725,1.8365,1
12-Jan-2004,0.7787,1.2828,45.42,,3.6725,1.8523,1
13-Jan-2004,0.7782,1.2749,45.43,106.53,3.6725,1.845,1
14-Jan-2004,0.7766,1.2692,45.41,106.22,3.6725,1.836,1
15-Jan-2004,0.7738,1.2635,45.43,106.25,3.6725,1.8236,1
16-Jan-2004,0.7708,1.2493,45.45,106.1,3.6725,1.8115,1
19-Jan-2004,0.758,1.2373,45.41,106.55,3.6725,1.7859,1
20-Jan-2004,0.7575,1.2536,45.42,107.5,3.6725,1.8078,1
21-Jan-2004,0.7698,1.2607,45.39,107.18,3.6725,1.8304,1
22-Jan-2004,0.7732,1.271,45.4,106.88,3.6725,1.8438,1
23-Jan-2004,0.7773,1.2692,45.36,106.2,3.6725,1.8476,1
26-Jan-2004,,1.2575,,106.22,3.6725,1.8279,1
27-Jan-2004,0.7695,1.2517,45.36,106.15,3.6725,1.8066,1
28-Jan-2004,0.777,1.2563,45.34,106.2,3.6725,1.834,1
29-Jan-2004,0.7713,1.2468,45.35,106.1,3.6725,1.8248,1
30-Jan-2004,0.7644,1.2384,45.31,105.97,3.6725,1.8108,1
2-Feb-2004,0.7615,1.2461,,105.61,3.6725,1.8222,1
3-Feb-2004,0.7604,1.2585,45.3,105.53,3.6725,1.838,1
4-Feb-2004,0.7635,1.2524,45.31,105.39,3.6725,1.8378,1
5-Feb-2004,0.761,1.2583,45.27,105.53,3.6725,1.8324,1
6-Feb-2004,0.7634,1.2529,45.28,106.15,3.6725,1.8333,1
9-Feb-2004,0.7762,1.2713,45.27,105.7,3.6725,1.8603,1
10-Feb-2004,0.7791,1.2764,45.25,105.45,3.6725,1.8715,1
11-Feb-2004,0.7796,1.268,45.26,,3.6725,1.8702,1
12-Feb-2004,0.7871,1.2802,45.25,105.34,3.6725,1.8924,1
13-Feb-2004,0.7908,1.2816,45.26,105.39,3.6725,1.8919,1
16-Feb-2004,0.7902,1.2741,45.25,105.45,3.6725,1.8845,1
17-Feb-2004,0.7932,1.2858,45.29,105.67,3.6725,1.907,1
18-Feb-2004,0.7972,1.2824,,105.56,3.6725,1.9092,1
19-Feb-2004,0.793,1.2724,45.28,106.6,3.6725,1.8908,1
20-Feb-2004,0.7885,1.2663,45.27,107.5,3.6725,1.876,1
23-Feb-2004,0.7729,1.2576,45.29,108.8,3.6725,1.8586,1
24-Feb-2004,0.7725,1.2595,45.29,108.65,3.6725,1.8749,1
25-Feb-2004,0.7803,1.2629,45.27,108.2,3.6725,1.8925,1
26-Feb-2004,0.7731,1.2444,45.24,108.9,3.6725,1.8566,1
27-Feb-2004,0.7708,1.2418,45.26,109,3.6725,1.849,1
1-Mar-2004,0.7745,1.2484,45.24,109.25,3.6725,1.8677,1
2-Mar-2004,0.7726,1.2402,,109.03,3.6725,1.8577,1
3-Mar-2004,0.7512,1.2143,45.24,110.2,3.6725,1.8321,1
4-Mar-2004,0.7516,1.2147,45.3,110.15,3.6725,1.8326,1
5-Mar-2004,0.7509,1.2192,45.31,111.2,3.6725,1.8193,1
8-Mar-2004,0.7576,1.2356,45.25,112.12,3.6725,1.8529,1
9-Mar-2004,0.7639,1.2361,45.21,111.12,3.6725,1.8404,1
10-Mar-2004,0.7565,1.2299,45.23,111.25,3.6725,1.8195,1
11-Mar-2004,0.7425,1.2256,45.25,110.8,3.6725,1.8024,1
12-Mar-2004,0.7284,1.2235,45.27,111.1,3.6725,1.7959,1
15-Mar-2004,0.7338,1.2278,45.25,110.85,3.6725,1.8053,1
16-Mar-2004,0.7367,1.235,45.24,110.15,3.6725,1.8165,1
17-Mar-2004,0.743,1.2251,45.25,108.25,3.6725,1.8141,1
18-Mar-2004,0.745,1.2261,45.22,107.2,3.6725,1.8237,1
19-Mar-2004,0.7486,1.2344,45.22,107.2,3.6725,1.8334,1
22-Mar-2004,0.7447,1.2353,45.15,107.35,3.6725,1.8446,1
23-Mar-2004,0.7536,1.2276,44.93,106.74,3.6725,1.8434,1
24-Mar-2004,0.7516,1.2196,44.76,106.72,3.6725,1.8388,1
25-Mar-2004,0.7438,1.2132,44.75,106.05,3.6725,1.8016,1
26-Mar-2004,0.7403,1.2173,44.73,106.1,3.6725,1.8193,1
29-Mar-2004,0.745,1.2118,44.12,105.6,3.6725,1.8165,1
30-Mar-2004,0.7503,1.2187,,105.6,3.6725,1.8258,1
31-Mar-2004,0.7589,1.2224,43.39,104.3,3.6725,1.8344,1
1-Apr-2004,0.7618,1.232,,104.03,3.6725,1.8512,1
2-Apr-2004,0.7648,1.2318,43.77,104.15,3.6725,1.8469,1
5-Apr-2004,0.7576,1.2058,43.67,104.3,3.6725,1.8186,1
6-Apr-2004,0.7526,1.209,43.78,105.5,3.6725,1.8348,1
7-Apr-2004,0.7588,1.2101,43.56,105.6,3.6725,1.8353,1
8-Apr-2004,0.7666,1.2096,43.62,105.6,3.6725,1.838,1
9-Apr-2004,,,,106.5,3.6725,1.8326,1
12-Apr-2004,,,43.65,106.43,3.6725,1.8361,1
13-Apr-2004,0.7671,1.1975,43.76,105.2,3.6725,1.8253,1
14-Apr-2004,0.7429,1.1924,,107,3.6725,1.8019,1
15-Apr-2004,0.7367,1.1912,43.9,108.55,3.6725,1.7798,1
16-Apr-2004,0.7422,1.1932,43.89,108.65,3.6725,1.7876,1
19-Apr-2004,0.7476,1.2044,43.86,107.95,3.6725,1.8093,1
20-Apr-2004,0.7405,1.1926,44,108.2,3.6725,1.7952,1
21-Apr-2004,0.731,1.1836,44,108.9,3.6725,1.7679,1
22-Apr-2004,0.7294,1.1873,44.04,109.38,3.6725,1.7653,1
23-Apr-2004,0.7346,1.1885,44.16,109.45,,1.7773,1
26-Apr-2004,,1.1851,,109,3.6725,1.7834,1
27-Apr-2004,0.7339,1.1887,44.18,108.55,3.6725,1.7891,1
28-Apr-2004,0.7318,1.1907,44.18,109.2,3.6725,1.7852,1
29-Apr-2004,0.7179,1.1826,44.41,,3.6725,1.7584,1
30-Apr-2004,0.722,1.1947,44.37,110.2,3.6725,1.7732,1
3-May-2004,0.7217,1.1953,44.97,,3.6725,1.7723,1
4-May-2004,0.7224,1.2061,,,3.6725,1.7873,1
5-May-2004,0.7315,1.2126,44.76,,3.6725,1.7935,1
6-May-2004,0.7311,1.2116,44.69,108.82,3.6725,1.7935,1
7-May-2004,0.718,1.2073,44.71,110.45,3.6725,1.7955,1
10-May-2004,0.6979,1.1843,44.95,112.6,3.6725,1.7712,1
11-May-2004,0.6963,1.1804,45.34,113.5,,1.7549,1
12-May-2004,0.7003,1.1857,45.42,112.65,3.6725,1.7706,1
13-May-2004,0.6916,1.1823,45.12,114,3.6725,1.7641,1
14-May-2004,0.6879,1.1802,45.44,114.4,3.6725,1.7497,1
17-May-2004,0.6937,1.2023,45.96,113.7,3.6725,1.7678,1
18-May-2004,0.6834,1.1983,45.46,114.3,3.6725,1.7644,1
19-May-2004,0.6963,1.1989,45.29,113.25,3.6725,1.7822,1
20-May-2004,0.6924,1.1922,45.25,113.25,3.6725,1.7719,1
21-May-2004,0.6999,1.2031,45.33,112.75,3.6725,1.7928,1
24-May-2004,0.6962,1.1968,45.37,112.5,3.6725,1.7897,1
25-May-2004,0.7,1.2063,45.36,113.05,3.6725,1.8054,1
26-May-2004,0.7088,1.2106,45.34,111.75,3.6725,1.8176,1
27-May-2004,0.7118,1.2165,45.45,111.4,3.6725,1.8264,1
28-May-2004,0.7189,1.2246,45.39,110.5,3.6725,1.8347,1
1-Jun-2004,0.716,1.2231,45.45,109.75,3.6725,1.8376,1
2-Jun-2004,0.7087,1.2276,45.42,110.8,3.6725,1.8455,1
3-Jun-2004,0.6925,1.2226,45.31,110.7,3.6725,1.8369,1
4-Jun-2004,0.6909,1.2203,45.19,111.07,3.6725,1.8375,1
7-Jun-2004,0.7004,1.2319,45.06,110.15,3.6725,1.8397,1
8-Jun-2004,0.704,1.2294,45.09,109.7,3.6725,1.8422,1
9-Jun-2004,0.697,1.2157,44.98,109.4,3.6725,1.8349,1
10-Jun-2004,0.6906,,45.07,109.95,3.6725,1.829,1
11-Jun-2004,0.6939,1.2006,45.09,110,3.6725,1.8185,1
14-Jun-2004,,1.2001,45.26,110.9,3.6725,1.8089,1
15-Jun-2004,0.6847,1.2051,45.28,110.87,3.6725,1.8148,1
16-Jun-2004,0.6941,1.2058,45.39,109.45,3.6725,1.8257,1
17-Jun-2004,0.6839,1.2045,45.54,110.05,3.6725,1.8369,1
18-Jun-2004,0.6819,1.2042,45.63,109.5,3.6725,1.8333,1
21-Jun-2004,0.6883,1.2112,45.82,108.5,3.6725,1.8351,1
22-Jun-2004,0.6864,1.2091,46.2,108.6,3.6725,1.8189,1
23-Jun-2004,0.69,1.2087,46.06,108.75,3.6725,1.8153,1
24-Jun-2004,0.6894,1.2122,45.83,108.25,3.6725,1.8123,1
25-Jun-2004,0.7003,1.2138,45.9,107.35,3.6725,1.8225,1
28-Jun-2004,0.6964,1.2208,45.84,107.85,3.6725,1.8277,1
29-Jun-2004,0.6995,1.2169,45.96,108.3,3.6725,1.8206,1
30-Jun-2004,0.6889,1.2155,45.98,108.38,3.6725,1.8117,1
1-Jul-2004,0.6994,1.2168,45.88,108.15,3.6725,1.8175,1
2-Jul-2004,0.7038,1.2148,45.96,109.05,3.6725,1.8174,1
5-Jul-2004,0.7134,1.2288,45.75,108.65,3.6725,1.8325,1
6-Jul-2004,0.7174,1.2309,45.98,109.3,3.6725,1.8354,1
7-Jul-2004,0.7186,1.2357,45.95,108.75,3.6725,1.8524,1
8-Jul-2004,0.7217,1.2348,45.73,108.8,3.6725,1.8491,1
9-Jul-2004,0.7235,1.2372,45.76,108.4,3.6725,1.8518,1
12-Jul-2004,0.7246,1.2397,45.64,107.9,3.6725,1.8632,1
13-Jul-2004,0.7249,1.2372,45.82,108.7,3.6725,1.8586,1
14-Jul-2004,0.7256,1.2381,45.94,109.13,3.6725,1.857,1
15-Jul-2004,0.724,1.2374,46.15,109.35,3.6725,1.8503,1
16-Jul-2004,0.7235,1.2353,46.17,109.6,3.6725,1.8557,1
19-Jul-2004,0.7343,1.2412,45.95,,3.6725,1.8693,1
20-Jul-2004,0.7307,1.2385,46.06,108.5,3.6725,1.8582,1
21-Jul-2004,0.7261,1.2296,46.09,108.55,3.6725,1.841,1
22-Jul-2004,0.7134,1.2268,46.18,109.8,3.6725,1.841,1
23-Jul-2004,0.7131,1.2191,46.22,109.75,3.6725,1.8337,1
26-Jul-2004,0.712,1.2163,46.27,109.65,3.6725,1.8397,1
27-Jul-2004,0.7116,1.2168,46.27,109.88,3.6725,1.8417,1
28-Jul-2004,0.7016,1.2034,46.31,111,3.6725,1.8177,1
29-Jul-2004,0.6988,1.2026,46.43,111.65,3.6725,1.813,1
30-Jul-2004,0.6986,1.2039,46.45,112.08,3.6725,1.816,1
2-Aug-2004,,1.2055,46.36,111.25,3.6725,1.8297,1
3-Aug-2004,0.7013,1.2022,46.3,110.58,3.6725,1.8183,1
4-Aug-2004,0.7025,1.1983,46.37,111.25,3.6725,1.8188,1
5-Aug-2004,0.7048,1.2042,46.33,111.2,3.6725,1.8242,1
6-Aug-2004,0.7038,1.2064,46.43,111.63,3.6725,1.8216,1
9-Aug-2004,0.7161,1.2247,46.38,110.24,3.6725,1.841,1
10-Aug-2004,0.715,1.2279,46.46,110.55,3.6725,1.8363,1
11-Aug-2004,0.7128,1.2233,46.36,111.28,3.6725,1.8274,1
12-Aug-2004,0.7141,1.2256,46.26,110.62,3.6725,1.8315,1
13-Aug-2004,0.707,1.2219,46.26,111.7,3.6725,1.8194,1
16-Aug-2004,0.7165,1.2337,46.32,110.63,3.6725,1.8427,1
17-Aug-2004,0.7188,1.2338,46.41,110.45,3.6725,1.8368,1
18-Aug-2004,0.7162,1.2331,46.39,109.95,3.6725,1.8268,1
19-Aug-2004,0.7146,1.2359,46.35,109.5,3.6725,1.8279,1
20-Aug-2004,0.725,1.2293,,109.15,3.6725,1.8255,1
23-Aug-2004,0.7225,1.225,46.25,109.2,3.6725,1.8172,1
24-Aug-2004,0.7125,1.2139,46.29,109.95,3.6725,1.8053,1
25-Aug-2004,0.7064,1.2081,46.33,109.5,3.6725,1.7969,1
26-Aug-2004,0.7049,1.21,46.35,110.08,3.6725,1.7955,1
27-Aug-2004,0.7065,1.2085,46.31,109.2,3.6725,1.8013,1
30-Aug-2004,0.6967,1.2047,46.34,110.25,3.6725,1.7927,1
31-Aug-2004,0.7011,1.2111,46.34,109.65,3.6725,1.7929,1
1-Sep-2004,0.7047,1.2168,46.33,109.22,3.6725,1.7986,1
2-Sep-2004,0.7001,1.2172,46.35,109.5,3.6725,1.7926,1
3-Sep-2004,0.6975,1.2175,46.32,109.58,3.6725,1.7895,1
6-Sep-2004,0.6916,1.2071,46.32,110.3,3.6725,1.7805,1
7-Sep-2004,0.6938,1.2079,46.37,109.7,3.6725,1.7759,1
8-Sep-2004,0.6901,1.2039,46.34,109.43,3.6725,1.7748,1
9-Sep-2004,0.6935,1.2191,46.3,109.5,3.6725,1.7836,1
10-Sep-2004,0.6886,1.2219,46.27,110.1,3.6725,1.7874,1
13-Sep-2004,0.6966,1.2236,46.22,109.47,3.6725,1.8,1
14-Sep-2004,0.699,1.2237,46.03,109.85,3.6725,1.7953,1
15-Sep-2004,0.6989,1.2238,45.8,109.7,3.6725,1.7872,1
16-Sep-2004,0.6948,1.2158,45.95,109.95,3.6725,1.7869,1
17-Sep-2004,0.6986,1.2211,45.83,109.6,3.6725,1.796,1
20-Sep-2004,0.6991,1.2132,45.94,,,1.783,1
21-Sep-2004,0.7001,1.2276,45.86,110,3.6725,1.7944,1
22-Sep-2004,0.7048,1.2245,45.79,109.8,,1.7891,1
23-Sep-2004,0.7078,1.2315,45.94,,3.6725,1.8015,1
24-Sep-2004,0.7129,1.2309,45.94,110.55,3.6725,1.8017,1
27-Sep-2004,0.7114,1.2254,45.95,110.62,3.6725,1.8038,1
28-Sep-2004,0.7145,1.2335,46.05,111.2,3.6725,1.8131,1
29-Sep-2004,0.7165,1.2323,46.16,111.1,3.6725,1.8067,1
30-Sep-2004,0.7147,1.2409,,111,3.6725,1.7988,1
1-Oct-2004,0.7265,1.2413,45.92,110.08,3.6725,1.7937,1
4-Oct-2004,,1.2305,45.91,110.72,3.6725,1.7885,1
5-Oct-2004,0.7215,1.2304,45.86,110.87,3.6725,1.7827,1
6-Oct-2004,0.7246,1.2282,45.9,111.1,3.6725,1.7807,1
7-Oct-2004,0.7246,1.2301,45.86,111.05,3.6725,1.7803,1
8-Oct-2004,0.7278,1.2315,45.83,110.58,3.6725,1.7869,1
11-Oct-2004,0.7338,1.2392,45.77,,3.6725,1.7951,1
12-Oct-2004,0.7315,1.2312,45.86,109.65,3.6725,1.7875,1
13-Oct-2004,0.7284,1.2267,,109.6,3.6725,1.7902,1
14-Oct-2004,0.7247,1.2377,45.86,109.67,3.6725,1.8003,1
15-Oct-2004,0.7303,1.2414,45.86,109.6,3.6725,1.7986,1
18-Oct-2004,0.7312,1.2474,45.83,109.25,3.6725,1.8019,1
19-Oct-2004,0.7248,1.2509,45.83,109.42,3.6725,1.8018,1
20-Oct-2004,0.7275,1.259,45.79,108.6,3.6725,1.8084,1
21-Oct-2004,0.7367,1.2606,45.77,107.82,3.6725,1.8296,1
22-Oct-2004,0.7365,1.2606,,107.6,3.6725,1.8261,1
25-Oct-2004,0.7445,1.2792,45.65,106.77,3.6725,1.8423,1
26-Oct-2004,0.7476,1.2784,45.66,106.72,3.6725,1.8369,1
27-Oct-2004,0.7454,1.2792,45.72,107.1,3.6725,1.8387,1
28-Oct-2004,0.7487,1.2711,45.56,106.15,3.6725,1.8233,1
29-Oct-2004,0.7461,1.2737,45.45,106.13,3.6725,1.8319,1
1-Nov-2004,0.7473,1.2748,45.41,106.25,3.6725,1.8337,1
2-Nov-2004,,1.2705,,106.4,3.6725,1.8357,1
3-Nov-2004,0.7459,1.2754,45.5,,3.6725,1.8397,1
4-Nov-2004,0.7564,1.2874,45.3,106.25,3.6725,1.8468,1
5-Nov-2004,0.7572,1.2856,45.1,106.08,3.6725,1.8437,1
8-Nov-2004,0.7605,1.2917,45.11,105.45,3.6725,1.8584,1
9-Nov-2004,0.7565,1.2911,45.1,105.6,3.6725,1.8536,1
10-Nov-2004,0.7602,1.2977,45.15,105.88,3.6725,1.8587,1
11-Nov-2004,0.7595,1.289,45.2,106.98,3.6725,1.8397,1
12-Nov-2004,0.7648,1.2921,,106.66,3.6725,1.8445,1
15-Nov-2004,0.7695,1.2955,,105.34,3.6725,1.853,1
16-Nov-2004,0.7704,1.2971,45.01,105.45,3.6725,1.8527,1
17-Nov-2004,0.7736,1.3026,45.03,105.41,3.6725,1.8587,1
18-Nov-2004,0.7816,1.3024,45.03,103.97,3.6725,1.8568,1
19-Nov-2004,0.7755,1.302,45.13,104.19,3.6725,1.8568,1
22-Nov-2004,0.782,1.3033,45.08,103.3,3.6725,1.8559,1
23-Nov-2004,0.7791,1.3089,45.06,,3.6725,1.8693,1
24-Nov-2004,0.7858,1.3146,45.06,103.4,3.6725,1.8788,1
25-Nov-2004,0.7868,1.3213,45.03,102.85,3.6725,1.8887,1
26-Nov-2004,0.7937,1.3238,,102.4,3.6725,1.8936,1
29-Nov-2004,0.7867,1.3247,44.97,102.9,3.6725,1.8892,1
30-Nov-2004,0.7775,1.3295,44.75,103.18,3.6725,1.9073,1
1-Dec-2004,0.7767,1.3294,44.47,102.8,3.6725,1.9254,1
2-Dec-2004,0.7605,1.3314,44.22,102.2,3.6725,1.9349,1
3-Dec-2004,0.7746,1.33,44.24,103.5,3.6725,1.9236,1
6-Dec-2004,0.7817,1.3435,43.83,102.2,3.6725,1.9408,1
7-Dec-2004,0.7772,1.3456,43.7,103.05,3.6725,1.9482,1
8-Dec-2004,0.766,1.33,43.92,103.1,3.6725,1.9297,1
9-Dec-2004,0.7582,1.3305,44.23,104,3.6725,1.9185,1
10-Dec-2004,0.7512,1.3191,44.61,105.28,3.6725,1.9059,1
13-Dec-2004,0.7532,1.3268,44.35,104.85,3.6725,1.915,1
14-Dec-2004,0.7597,1.3317,44.09,104.75,3.6725,1.9271,1
15-Dec-2004,0.7568,1.3383,44.13,105.25,3.6725,1.9356,1
16-Dec-2004,0.7655,1.3401,43.89,104.3,3.6725,1.9512,1
17-Dec-2004,0.7615,1.3264,44.03,104.48,3.6725,1.9334,1
20-Dec-2004,0.7634,1.3378,43.91,104.35,3.6725,1.9454,1
21-Dec-2004,0.7664,1.3394,43.8,103.86,3.6725,1.9358,1
22-Dec-2004,0.7632,1.3384,43.88,104.35,3.6725,1.9126,1
23-Dec-2004,0.7659,1.3456,43.79,,3.6725,1.9204,1
24-Dec-2004,0.7677,1.3542,43.81,103.67,3.6725,1.9264,1
27-Dec-2004,,1.3527,43.84,103.9,3.6725,,1
28-Dec-2004,,1.3633,43.78,103.2,3.6725,,1
29-Dec-2004,0.7792,1.3608,43.74,103.35,3.6725,1.9221,1
30-Dec-2004,0.7753,1.3604,43.71,104.12,3.6725,1.9198,1
31-Dec-2004,0.779,1.3621,43.58,,3.6725,1.9314,1
3-Jan-2005,,1.3507,43.61,,3.6725,1.9055,1
4-Jan-2005,0.7788,1.3365,43.43,102.75,3.6725,1.8952,1
5-Jan-2005,0.7648,1.3224,43.77,104.4,3.6725,1.8778,1
6-Jan-2005,0.7637,1.3183,43.87,104,3.6725,1.8722,1
7-Jan-2005,0.7625,1.32,43.83,104.57,3.6725,1.8805,1
10-Jan-2005,0.7583,1.3103,44.02,,3.6725,1.8767,1
11-Jan-2005,0.7607,1.3143,43.82,104,3.6725,1.8788,1
12-Jan-2005,0.7605,1.3139,43.73,103.4,3.6725,1.8751,1
13-Jan-2005,0.7664,1.3232,43.69,102.5,3.6725,1.8841,1
14-Jan-2005,0.7591,1.3091,43.85,103,3.6725,1.8696,1
17-Jan-2005,0.7608,1.3085,43.72,102.15,3.6725,1.8664,1
18-Jan-2005,0.7528,1.306,43.74,102.55,3.6725,1.8711,1
19-Jan-2005,0.757,1.3083,43.74,102.4,3.6725,1.8802,1
20-Jan-2005,0.7611,1.2936,43.78,102.65,3.6725,1.8655,1
21-Jan-2005,0.7578,1.2963,,103.45,3.6725,1.8647,1
24-Jan-2005,0.7696,1.3065,43.75,102.87,3.6725,1.8803,1
25-Jan-2005,0.7702,1.3025,43.81,102.68,3.6725,1.8765,1
26-Jan-2005,,1.3005,,103.5,3.6725,1.879,1
27-Jan-2005,0.7763,1.3026,43.75,103.3,3.6725,1.8832,1
28-Jan-2005,0.7753,1.3035,43.78,103.2,3.6725,1.8828,1
31-Jan-2005,0.7744,1.3035,43.69,103.6,3.6725,1.8839,1
1-Feb-2005,0.7737,1.3027,43.68,103.63,3.6725,1.8827,1
2-Feb-2005,0.7744,1.3061,43.59,103.65,3.6725,1.8868,1
3-Feb-2005,0.7753,1.3001,43.36,104.23,3.6725,1.8885,1
4-Feb-2005,0.7697,1.2958,43.47,104.5,3.6725,1.8831,1
7-Feb-2005,0.7724,1.2844,43.46,104.3,3.6725,1.8725,1
8-Feb-2005,0.7669,1.2764,43.6,105.15,3.6725,1.8556,1
9-Feb-2005,0.7636,1.2762,43.64,105.65,,1.8621,1
10-Feb-2005,0.7767,1.2777,43.78,105.6,3.6725,1.8597,1
